@relation tk_aggregate

@attribute R1 numeric
@attribute D1 numeric
@attribute R2 numeric
@attribute D2 numeric
@attribute R3 numeric
@attribute D3 numeric
@attribute R4 numeric
@attribute D4 numeric
@attribute R5 numeric
@attribute D5 numeric
@attribute R6 numeric
@attribute D6 numeric
@attribute R7 numeric
@attribute Label {N,Y}

@data
0.22,0.2,0.24,0.21,0.3,0.23,8,9,0.5,0.62,0.44,0.78,1.25,N
0.11,0.11,0.18,0.16,0.31,0.24,8,9,0.5,0.56,0.62,0.67,0.75,N
0.22,0.2,0.28,0.16,0.31,0.24,8,9,0.36,0.56,0.5,0.67,1,N
0.2,0.11,0.26,0.16,0.28,0.27,9,9,0.44,0.62,0.56,0.67,1,N
0.2,0.1,0.13,0.16,0.24,0.27,11,9,0.65,0.5,0.73,0.56,1.25,N
0.43,0.24,0.37,0.11,0.43,0.29,5,10,0.12,0.11,0.4,0.45,1.25,N
0.43,0.18,0.27,0.11,0.45,0.28,5,10,0.12,0.17,0.4,0.45,0.75,N
0.33,0.18,0.25,0.16,0.35,0.21,7,10,0.33,0.28,0.36,0.5,0.75,N
0.26,0.17,0.32,0.1,0.26,0.19,9,11,0.44,0.5,0.56,0.55,1.25,N
0.2,0.08,0.22,0.08,0.27,0.2,9,13,0.56,0.38,0.5,0.58,1.25,N
0.1,0,0.17,0.08,0.28,0.16,9,13,0.56,0.5,0.67,0.62,0.75,N
0.18,0.08,0.26,0.08,0.28,0.16,9,13,0.44,0.79,0.56,0.85,1,N
0.17,0.07,0.25,0.12,0.26,0.17,10,13,0.5,0.71,0.6,0.77,1,N
0.08,0.07,0.12,0.12,0.22,0.17,12,13,0.68,0.71,0.75,0.77,1.25,N
0.13,0.07,0.1,0.12,0.2,0.17,14,13,0.69,0.71,0.68,0.77,1.25,N
0.12,0.07,0.1,0.12,0.15,0.2,16,13,0.7,0.75,0.75,0.77,1.25,N
0.03,0.07,0.13,0.12,0.16,0.2,16,13,0.77,0.67,0.72,0.69,1.25,N
0.5,0.2,0.3,0.21,0.52,0.31,4,9,0,0.06,0.25,0.39,0.75,N
0.38,0.2,0.27,0.22,0.39,0.23,6,9,0.2,0.19,0.25,0.44,0.75,N
0.33,0.18,0.33,0.11,0.29,0.21,8,10,0.36,0.44,0.5,0.5,1.25,N
0.22,0.15,0.24,0.12,0.3,0.22,8,12,0.5,0.32,0.44,0.54,1.25,N
0.16,0.14,0.18,0.08,0.27,0.16,9,13,0.5,0.29,0.5,0.58,1.25,N
0.1,0.11,0.17,0.08,0.28,0.16,9,13,0.56,0.5,0.67,0.62,0.75,N
0.18,0.14,0.26,0.08,0.28,0.16,9,13,0.44,0.79,0.56,0.85,1,N
0.17,0.11,0.25,0.08,0.26,0.17,10,13,0.5,0.71,0.6,0.77,1,N
0.08,0.14,0.12,0.08,0.22,0.17,12,13,0.68,0.71,0.75,0.77,1.25,N
0.07,0.11,0.1,0.08,0.2,0.17,14,13,0.69,0.71,0.68,0.77,1.25,N
0.12,0.07,0.1,0.12,0.15,0.2,16,13,0.7,0.75,0.75,0.77,1.25,N
0.06,0.07,0.13,0.12,0.16,0.2,16,13,0.77,0.67,0.72,0.69,1.25,N
0.43,0.24,0.37,0.11,0.43,0.29,5,10,0.12,0.11,0.4,0.45,1.25,N
0.43,0.18,0.27,0.11,0.45,0.28,5,10,0.12,0.17,0.4,0.45,0.75,N
0.33,0.18,0.25,0.16,0.35,0.21,7,10,0.33,0.28,0.36,0.5,0.75,N
0.26,0.17,0.32,0.1,0.26,0.19,9,11,0.44,0.5,0.56,0.55,1.25,N
0.2,0.08,0.22,0.08,0.27,0.2,9,13,0.56,0.38,0.5,0.58,1.25,N
0.1,0.13,0.16,0.08,0.25,0.15,10,14,0.56,0.35,0.55,0.61,1.25,N
0.09,0.07,0.16,0.08,0.26,0.15,10,14,0.61,0.54,0.7,0.64,0.75,N
0.13,0.13,0.25,0.08,0.26,0.15,10,14,0.5,0.81,0.6,0.86,1,N
0.12,0,0.24,0.07,0.24,0.14,11,15,0.55,0.79,0.64,0.87,1,N
0.11,0,0.23,0.07,0.22,0.15,12,15,0.59,0.75,0.67,0.8,1,N
0.07,0.03,0.12,0.07,0.2,0.15,14,15,0.73,0.75,0.79,0.8,1.25,N
0.06,0,0.1,0.07,0.17,0.15,16,15,0.73,0.75,0.72,0.8,1.25,N
0.11,-0.07,0.06,0.11,0.14,0.18,18,15,0.74,0.79,0.78,0.8,1.25,N
0.05,-0.03,0.09,0.11,0.14,0.18,18,15,0.79,0.71,0.75,0.73,1.25,N
0.43,0.24,0.37,0.11,0.43,0.29,5,10,0.12,0.11,0.4,0.45,1.25,N
0.43,0.18,0.27,0.11,0.45,0.28,5,10,0.12,0.17,0.4,0.45,0.75,N
0.33,0.18,0.25,0.16,0.35,0.21,7,10,0.33,0.28,0.36,0.5,0.75,N
0.3,0.18,0.28,0.11,0.26,0.21,9,10,0.44,0.67,0.56,0.8,1.25,N
0.27,0.18,0.18,0.11,0.27,0.21,9,10,0.56,0.67,0.5,0.8,1.25,N
0.11,0.18,0.17,0.15,0.28,0.21,9,10,0.56,0.61,0.67,0.7,0.75,N
0.2,0.18,0.26,0.15,0.28,0.21,9,10,0.44,0.61,0.56,0.7,1,N
0.22,0.1,0.25,0.15,0.26,0.25,10,10,0.5,0.67,0.6,0.7,1,N
0.18,0.09,0.12,0.15,0.22,0.25,12,10,0.68,0.56,0.75,0.6,1.25,N
0.43,0.24,0.37,0.11,0.43,0.29,5,10,0.12,0.11,0.4,0.45,1.25,N
0.43,0.18,0.27,0.11,0.45,0.28,5,10,0.12,0.17,0.4,0.45,0.75,N
0.33,0.18,0.25,0.16,0.35,0.21,7,10,0.33,0.28,0.36,0.5,0.75,N
0.26,0.17,0.32,0.1,0.26,0.19,9,11,0.44,0.5,0.56,0.55,1.25,N
0.2,0.08,0.22,0.08,0.27,0.2,9,13,0.56,0.38,0.5,0.58,1.25,N
0.1,0.13,0.16,0.08,0.25,0.15,10,14,0.56,0.35,0.55,0.61,1.25,N
0.09,0.07,0.16,0.08,0.26,0.15,10,14,0.61,0.54,0.7,0.64,0.75,N
0.13,0.13,0.25,0.08,0.26,0.15,10,14,0.5,0.81,0.6,0.86,1,N
0.15,0.07,0.24,0.08,0.24,0.16,11,14,0.55,0.73,0.64,0.79,1,N
0.07,0.07,0.12,0.08,0.21,0.16,13,14,0.71,0.73,0.77,0.79,1.25,N
0.06,0.07,0.1,0.08,0.18,0.16,15,14,0.71,0.73,0.7,0.79,1.25,N
0.11,0.07,0.1,0.11,0.14,0.19,17,14,0.72,0.77,0.76,0.79,1.25,N
0.06,0.07,0.12,0.11,0.15,0.19,17,14,0.78,0.69,0.74,0.71,1.25,N
0.5,0.2,0.3,0.21,0.52,0.31,4,9,0,0.06,0.25,0.39,0.75,N
0.38,0.2,0.27,0.22,0.39,0.23,6,9,0.2,0.19,0.25,0.44,0.75,N
0.33,0.18,0.33,0.11,0.29,0.21,8,10,0.36,0.44,0.5,0.5,1.25,N
0.22,0.15,0.24,0.12,0.3,0.22,8,12,0.5,0.32,0.44,0.54,1.25,N
0.11,0.15,0.18,0.08,0.31,0.18,8,12,0.5,0.45,0.62,0.58,0.75,N
0.22,0.15,0.28,0.08,0.31,0.18,8,12,0.36,0.77,0.5,0.83,1,N
0.2,0.15,0.26,0.12,0.28,0.18,9,12,0.44,0.68,0.56,0.75,1,N
0.08,0.15,0.13,0.15,0.24,0.18,11,12,0.65,0.68,0.73,0.75,1.25,N
0.14,0.08,0.11,0.12,0.21,0.18,13,12,0.67,0.68,0.65,0.75,1.25,N
0.12,0.08,0.1,0.12,0.16,0.21,15,12,0.68,0.73,0.73,0.75,1.25,N
0.06,0.08,0.13,0.12,0.17,0.21,15,12,0.75,0.64,0.7,0.67,1.25,N
0.5,0.2,0.3,0.21,0.52,0.31,4,9,0,0.06,0.25,0.39,0.75,N
0.38,0.2,0.27,0.22,0.39,0.23,6,9,0.2,0.19,0.25,0.44,0.75,N
0.33,0.18,0.33,0.11,0.29,0.21,8,10,0.36,0.44,0.5,0.5,1.25,N
0.22,0.15,0.24,0.12,0.3,0.22,8,12,0.5,0.32,0.44,0.54,1.25,N
0.11,0.15,0.18,0.08,0.31,0.18,8,12,0.5,0.45,0.62,0.58,0.75,N
0.22,0.15,0.28,0.08,0.31,0.18,8,12,0.36,0.77,0.5,0.83,1,N
0.2,0.04,0.26,0.08,0.28,0.16,9,13,0.44,0.75,0.56,0.85,1,N
0.17,0,0.25,0.12,0.26,0.17,10,13,0.5,0.71,0.6,0.77,1,N
0.08,0.07,0.12,0.12,0.22,0.17,12,13,0.68,0.71,0.75,0.77,1.25,N
0.07,0,0.1,0.12,0.2,0.17,14,13,0.69,0.71,0.68,0.77,1.25,N
0.12,0,0.07,0.12,0.15,0.2,16,13,0.7,0.75,0.75,0.77,1.25,N
0.06,0,0.1,0.12,0.16,0.2,16,13,0.77,0.67,0.72,0.69,1.25,N
0.5,0.2,0.3,0.21,0.52,0.31,4,9,0,0.06,0.25,0.39,0.75,N
0.38,0.2,0.27,0.22,0.39,0.23,6,9,0.2,0.19,0.25,0.44,0.75,N
0.33,0.18,0.33,0.11,0.29,0.21,8,10,0.36,0.44,0.5,0.5,1.25,N
0.22,0.15,0.24,0.12,0.3,0.22,8,12,0.5,0.32,0.44,0.54,1.25,N
0.16,0.14,0.18,0.08,0.27,0.16,9,13,0.5,0.29,0.5,0.58,1.25,N
0.1,0.11,0.17,0.08,0.28,0.16,9,13,0.56,0.5,0.67,0.62,0.75,N
0.18,0.14,0.26,0.08,0.28,0.16,9,13,0.44,0.79,0.56,0.85,1,N
0.17,0,0.25,0.08,0.26,0.15,10,14,0.5,0.77,0.6,0.86,1,N
0.12,0,0.24,0.08,0.24,0.16,11,14,0.55,0.73,0.64,0.79,1,N
0.07,0.07,0.12,0.08,0.21,0.16,13,14,0.71,0.73,0.77,0.79,1.25,N
0.06,0,0.1,0.08,0.18,0.16,15,14,0.71,0.73,0.7,0.79,1.25,N
0.11,-0.04,0.06,0.11,0.14,0.19,17,14,0.72,0.77,0.76,0.79,1.25,N
0.06,-0.04,0.1,0.11,0.15,0.19,17,14,0.78,0.69,0.74,0.71,1.25,N
0.43,0.29,0.45,0.28,0.43,0.33,5,6,0.12,0.4,0.4,0.67,0.5,N
0.43,0.29,0.42,0.23,0.45,0.34,5,6,0.12,0.3,0.4,0.5,0.5,N
0.43,0.22,0.47,0.17,0.45,0.26,5,8,0,0.5,0.2,0.62,0.75,N
0.29,0.18,0.44,0.11,0.39,0.21,6,10,0.1,0.67,0.33,0.8,0.75,N
0.11,0.15,0.27,0.08,0.31,0.18,8,12,0.5,0.45,0.62,0.58,0.5,N
0.18,0.13,0.24,0.08,0.25,0.19,10,14,0.61,0.42,0.55,0.61,0.5,N
0.23,0.13,0.24,0.08,0.2,0.15,12,14,0.59,0.62,0.67,0.64,0.5,N
0.14,0.13,0.23,0.08,0.19,0.15,13,14,0.62,0.77,0.69,0.86,0.5,N
0.14,0.13,0.19,0.08,0.2,0.15,13,14,0.71,0.77,0.65,0.86,0.5,N
0.07,0.07,0.19,0.08,0.21,0.16,13,14,0.71,0.73,0.77,0.79,0.5,N
0.07,0.07,0.24,0.08,0.21,0.16,13,14,0.62,0.73,0.69,0.79,0.75,N
0.07,0,0.23,0.11,0.2,0.19,14,14,0.65,0.77,0.71,0.79,0.75,N
0.06,0,0.15,0.11,0.17,0.19,16,14,0.77,0.69,0.81,0.71,0.5,N
0.5,0.33,0.45,0.25,0.52,0.39,4,5,0,0.12,0.25,0.4,0.5,N
0.5,0.25,0.5,0.18,0.52,0.29,4,7,0,0.42,0,0.57,0.75,N
0.43,0.2,0.36,0.14,0.57,0.23,4,9,0,0.62,0,0.78,1,Y
0.2,0.18,0.38,0.11,0.39,0.21,4,10,0.1,0.67,0.33,0.8,0.75,N
0.11,0.08,0.18,0.08,0.31,0.18,4,12,0.5,0.41,0.62,0.58,0.5,N
0.09,0.07,0.17,0.12,0.25,0.2,4,14,0.56,0.35,0.55,0.61,0.5,N
0.04,0,0.2,0.08,0.23,0.15,4,14,0.65,0.5,0.59,0.64,0.5,N
0.08,0,0.23,0.08,0.18,0.15,4,14,0.62,0.77,0.69,0.86,0.5,N
0,0,0.16,0.08,0.21,0.16,4,14,0.67,0.73,0.65,0.79,0.5,N
-0.08,0,0.12,0.08,0.21,0.16,4,14,0.71,0.73,0.77,0.79,0.5,N
-0.08,-0.04,0.19,0.08,0.21,0.16,4,14,0.62,0.73,0.69,0.79,0.75,N
0.07,-0.07,0.12,0.11,0.2,0.19,4,14,0.65,0.77,0.71,0.79,0.75,N
0.06,-0.07,0.1,0.11,0.17,0.19,4,14,0.77,0.69,0.81,0.71,0.5,N
0.43,0.29,0.45,0.28,0.43,0.33,5,6,0.12,0.4,0.4,0.67,0.5,N
0.43,0.29,0.42,0.23,0.45,0.34,5,6,0.12,0.3,0.4,0.5,0.5,N
0.43,0.22,0.47,0.17,0.45,0.26,5,8,0,0.5,0.2,0.62,0.75,N
0.29,0.18,0.44,0.11,0.39,0.21,6,10,0.1,0.67,0.33,0.8,0.75,N
0.25,0.09,0.31,0.12,0.44,0.19,6,11,0,0.7,0.17,0.82,1,Y
0.11,0,0.33,0.1,0.31,0.18,6,12,0.36,0.73,0.5,0.83,0.75,N
0.09,0,0.16,0.08,0.26,0.15,6,14,0.61,0.5,0.7,0.64,0.5,N
0,0,0.19,0.07,0.21,0.14,6,15,0.68,0.54,0.62,0.67,0.5,N
0.1,0,0.22,0.07,0.17,0.14,6,15,0.65,0.79,0.71,0.87,0.5,N
0,0,0.15,0.07,0.2,0.15,6,15,0.69,0.75,0.68,0.8,0.5,N
-0.07,0,0.12,0.07,0.2,0.15,6,15,0.73,0.75,0.79,0.8,0.5,N
-0.07,0,0.19,0.07,0.2,0.15,6,15,0.65,0.75,0.71,0.8,0.75,N
0,-0.07,0.18,0.11,0.18,0.18,6,15,0.68,0.79,0.73,0.8,0.75,N
-0.06,-0.07,0.09,0.11,0.16,0.18,6,15,0.78,0.71,0.82,0.73,0.5,N
0.43,0.29,0.45,0.28,0.43,0.33,5,6,0.12,0.4,0.4,0.67,0.5,N
0.43,0.29,0.42,0.23,0.45,0.34,5,6,0.12,0.3,0.4,0.5,0.5,N
0.25,0.23,0.28,0.23,0.35,0.34,7,6,0.33,0.3,0.36,0.5,0.5,N
0.33,0.13,0.3,0.21,0.26,0.29,9,7,0.44,0.42,0.56,0.57,0.75,N
0.18,0.12,0.28,0.21,0.23,0.33,10,7,0.5,0.5,0.6,0.57,0.5,N
0.18,0.12,0.16,0.21,0.25,0.33,10,7,0.61,0.33,0.55,0.43,0.5,N
0.5,0.33,0.45,0.25,0.52,0.39,4,5,0,0.12,0.25,0.4,0.5,N
0.5,0.25,0.5,0.18,0.52,0.29,4,7,0,0.42,0,0.57,0.75,N
0.43,0.2,0.47,0.11,0.45,0.23,5,9,0,0.62,0.2,0.78,0.75,N
0.2,0.17,0.29,0.09,0.35,0.19,7,11,0.42,0.35,0.57,0.55,0.5,N
0.11,0.14,0.26,0.1,0.27,0.22,9,13,0.5,0.29,0.5,0.58,0.5,N
0.14,0.04,0.24,0.08,0.25,0.16,10,13,0.61,0.46,0.55,0.62,0.5,N
0.2,0.14,0.24,0.08,0.2,0.16,12,13,0.59,0.75,0.67,0.85,0.5,N
0.08,0.07,0.2,0.08,0.22,0.17,12,13,0.64,0.71,0.62,0.77,0.5,N
0.08,0.08,0.2,0.08,0.22,0.17,12,13,0.68,0.71,0.75,0.77,0.5,N
0.08,0.07,0.25,0.08,0.22,0.17,12,13,0.59,0.71,0.67,0.77,0.75,N
0.07,0.07,0.24,0.12,0.21,0.2,13,13,0.62,0.75,0.69,0.77,0.75,N
0.06,0.07,0.16,0.12,0.18,0.2,15,13,0.75,0.67,0.8,0.69,0.5,N
0.43,0.29,0.45,0.28,0.43,0.33,5,6,0.12,0.4,0.4,0.67,0.5,N
0.43,0.29,0.42,0.23,0.45,0.34,5,6,0.12,0.3,0.4,0.5,0.5,N
0.43,0.22,0.47,0.17,0.45,0.26,5,8,0,0.5,0.2,0.62,0.75,N
0.33,0.14,0.33,0.13,0.5,0.21,5,10,0,0.67,0,0.8,1,Y
0.13,0,0.36,0.1,0.35,0.19,5,11,0.25,0.7,0.43,0.82,0.75,N
0.1,0,0.17,0.08,0.28,0.16,5,13,0.56,0.46,0.67,0.62,0.5,N
0,0.07,0.16,0.07,0.23,0.19,5,15,0.6,0.39,0.59,0.63,0.5,N
0.08,0,0.19,0.07,0.21,0.14,5,15,0.68,0.54,0.62,0.67,0.5,N
0.13,0,0.22,0.07,0.17,0.14,5,15,0.65,0.79,0.71,0.87,0.5,N
0.07,0,0.15,0.11,0.2,0.15,5,15,0.69,0.75,0.68,0.8,0.5,N
0.07,0,0.12,0.11,0.2,0.15,5,15,0.73,0.75,0.79,0.8,0.5,N
0.07,-0.03,0.19,0.11,0.2,0.15,5,15,0.65,0.75,0.71,0.8,0.75,N
0.06,-0.07,0.11,0.11,0.18,0.18,5,15,0.68,0.79,0.73,0.8,0.75,N
0.06,-0.07,0.09,0.11,0.16,0.18,5,15,0.78,0.71,0.82,0.73,0.5,N
0.5,0.33,0.45,0.25,0.52,0.39,4,5,0,0.12,0.25,0.4,0.5,N
0.5,0.25,0.5,0.18,0.52,0.29,4,7,0,0.42,0,0.57,0.75,N
0.43,0.2,0.47,0.14,0.45,0.23,5,9,0,0.62,0.2,0.78,0.75,N
0.29,0.18,0.44,0.11,0.39,0.21,6,10,0.1,0.67,0.33,0.8,0.75,N
0.11,0.15,0.28,0.08,0.31,0.18,8,12,0.5,0.41,0.62,0.58,0.5,N
0.18,0.04,0.26,0.08,0.25,0.16,10,13,0.61,0.46,0.55,0.62,0.5,N
0.15,0.14,0.24,0.08,0.2,0.16,12,13,0.59,0.75,0.67,0.85,0.5,N
0.08,0.14,0.2,0.08,0.22,0.17,12,13,0.64,0.71,0.62,0.77,0.5,N
0.08,0.14,0.2,0.08,0.22,0.17,12,13,0.68,0.71,0.75,0.77,0.5,N
0.08,0.07,0.25,0.08,0.22,0.17,12,13,0.59,0.71,0.67,0.77,0.75,N
0.07,0,0.24,0.12,0.21,0.2,13,13,0.62,0.75,0.69,0.77,0.75,N
0.06,0,0.16,0.12,0.18,0.2,15,13,0.75,0.67,0.8,0.69,0.5,N
0.5,0.33,0.45,0.25,0.52,0.39,4,5,0,0.12,0.25,0.4,0.5,N
0.5,0.25,0.5,0.18,0.52,0.29,4,7,0,0.42,0,0.57,0.75,N
0.43,0.2,0.47,0.14,0.45,0.23,5,9,0,0.62,0.2,0.78,0.75,N
0.33,0.17,0.29,0.13,0.35,0.19,7,11,0.42,0.4,0.57,0.55,0.5,N
0.24,0.14,0.25,0.08,0.27,0.21,9,13,0.56,0.38,0.5,0.58,0.5,N
0.28,0.08,0.25,0.08,0.21,0.16,11,13,0.55,0.58,0.64,0.62,0.5,N
0.15,0.08,0.24,0.08,0.2,0.16,12,13,0.59,0.75,0.67,0.85,0.5,N
0.12,0.04,0.2,0.08,0.21,0.16,12,13,0.68,0.75,0.62,0.85,0.5,N
0.08,0.04,0.2,0.08,0.22,0.17,12,13,0.68,0.71,0.75,0.77,0.5,N
0.08,0.07,0.25,0.08,0.22,0.17,12,13,0.59,0.71,0.67,0.77,0.75,N
0.07,-0.08,0.24,0.12,0.21,0.2,13,13,0.62,0.75,0.69,0.77,0.75,N
0,-0.04,0.16,0.12,0.18,0.2,15,13,0.75,0.67,0.8,0.69,0.5,N
0.43,0.29,0.45,0.28,0.43,0.33,5,6,0.12,0.4,0.4,0.67,0.5,N
0.43,0.29,0.42,0.23,0.45,0.34,5,6,0.12,0.3,0.4,0.5,0.5,N
0.43,0.22,0.47,0.17,0.45,0.26,5,8,0,0.5,0.2,0.62,0.75,N
0.29,0.18,0.44,0.11,0.39,0.21,6,10,0.1,0.67,0.33,0.8,0.75,N
0.11,0.15,0.28,0.08,0.31,0.18,8,12,0.5,0.41,0.62,0.58,0.5,N
0.09,0.13,0.25,0.08,0.25,0.2,10,14,0.56,0.35,0.55,0.61,0.5,N
0.2,0.04,0.23,0.08,0.23,0.15,11,14,0.65,0.5,0.59,0.64,0.5,N
0.21,0.13,0.23,0.08,0.18,0.15,13,14,0.62,0.77,0.69,0.86,0.5,N
0.14,0.07,0.2,0.11,0.21,0.16,13,14,0.67,0.73,0.65,0.79,0.5,N
0.11,0.07,0.19,0.11,0.21,0.16,13,14,0.71,0.73,0.77,0.79,0.5,N
0.13,0.07,0.24,0.11,0.21,0.16,13,14,0.62,0.73,0.69,0.79,0.75,N
0.07,0.07,0.23,0.11,0.2,0.19,14,14,0.65,0.77,0.71,0.79,0.75,N
0.06,0.07,0.15,0.11,0.17,0.19,16,14,0.77,0.69,0.81,0.71,0.5,N
0.5,0.33,0.45,0.25,0.52,0.39,4,5,0,0.12,0.25,0.4,0.5,N
0.5,0.25,0.5,0.18,0.52,0.29,4,7,0,0.42,0,0.57,0.75,N
0.43,0.2,0.47,0.14,0.45,0.23,5,9,0,0.62,0.2,0.78,0.75,N
0.31,0.14,0.33,0.13,0.5,0.21,5,10,0,0.67,0,0.8,1,Y
0.14,0.17,0.36,0.1,0.35,0.19,5,11,0.25,0.7,0.43,0.82,0.75,N
0.1,0.08,0.17,0.08,0.28,0.16,5,13,0.56,0.46,0.67,0.62,0.5,N
0.09,0,0.2,0.08,0.23,0.15,5,14,0.65,0.5,0.59,0.64,0.5,N
0.14,0.07,0.23,0.08,0.18,0.15,5,14,0.62,0.77,0.69,0.86,0.5,N
0.07,0.07,0.16,0.08,0.21,0.16,5,14,0.67,0.73,0.65,0.79,0.5,N
0.04,0.13,0.12,0.08,0.21,0.16,5,14,0.71,0.73,0.77,0.79,0.5,N
0.07,0.07,0.19,0.08,0.21,0.16,5,14,0.62,0.73,0.69,0.79,0.75,N
0,0,0.19,0.11,0.2,0.19,5,14,0.65,0.77,0.71,0.79,0.75,N
0,0,0.1,0.11,0.17,0.19,5,14,0.77,0.69,0.81,0.71,0.5,N
0.43,0.29,0.45,0.28,0.43,0.33,5,6,0.12,0.4,0.4,0.67,0.5,N
0.43,0.29,0.42,0.23,0.45,0.34,5,6,0.12,0.3,0.4,0.5,0.5,N
0.43,0.22,0.47,0.17,0.45,0.26,5,8,0,0.5,0.2,0.62,0.75,N
0.29,0.18,0.44,0.11,0.39,0.21,6,10,0.1,0.67,0.33,0.8,0.75,N
0.22,0,0.41,0.1,0.35,0.19,7,11,0.25,0.7,0.43,0.82,0.75,N
0.1,0,0.26,0.08,0.28,0.16,9,13,0.56,0.46,0.67,0.62,0.5,N
0.09,0,0.2,0.07,0.23,0.19,11,15,0.6,0.39,0.59,0.63,0.5,N
0.08,0,0.23,0.07,0.21,0.14,12,15,0.68,0.54,0.62,0.67,0.5,N
0.13,0,0.22,0.07,0.17,0.14,14,15,0.65,0.79,0.71,0.87,0.5,N
0.07,0.06,0.19,0.11,0.2,0.15,14,15,0.69,0.75,0.68,0.8,0.5,N
0.07,0.06,0.18,0.11,0.2,0.15,14,15,0.73,0.75,0.79,0.8,0.5,N
0.07,0.03,0.23,0.11,0.2,0.15,14,15,0.65,0.75,0.71,0.8,0.75,N
0,-0.07,0.23,0.11,0.18,0.18,15,15,0.68,0.79,0.73,0.8,0.75,N
-0.06,-0.07,0.15,0.11,0.16,0.18,17,15,0.78,0.71,0.82,0.73,0.5,N
0.43,0.29,0.45,0.28,0.43,0.33,5,6,0.12,0.4,0.4,0.67,0.5,N
0.43,0.29,0.42,0.23,0.45,0.34,5,6,0.12,0.3,0.4,0.5,0.5,N
0.43,0.22,0.47,0.17,0.45,0.26,5,8,0,0.5,0.2,0.62,0.75,N
0.29,0.18,0.44,0.11,0.39,0.21,6,10,0.1,0.67,0.33,0.8,0.75,N
0.25,0.09,0.31,0.12,0.44,0.19,6,11,0,0.7,0.17,0.82,1,Y
0.11,0,0.33,0.1,0.31,0.18,6,12,0.36,0.73,0.5,0.83,0.75,N
0.09,0,0.16,0.08,0.26,0.15,6,14,0.61,0.5,0.7,0.64,0.5,N
0,0.06,0.15,0.07,0.21,0.18,6,16,0.64,0.43,0.62,0.66,0.5,N
0.07,0,0.18,0.07,0.2,0.14,6,16,0.71,0.57,0.65,0.69,0.5,N
0.12,0,0.21,0.07,0.16,0.14,6,16,0.68,0.8,0.73,0.88,0.5,N
0,0,0.15,0.1,0.18,0.14,6,16,0.71,0.77,0.7,0.81,0.5,N
0.03,0,0.11,0.1,0.18,0.14,6,16,0.75,0.77,0.8,0.81,0.5,N
0,0,0.18,0.1,0.18,0.14,6,16,0.68,0.77,0.73,0.81,0.75,N
0,-0.06,0.17,0.1,0.17,0.17,6,16,0.7,0.8,0.75,0.81,0.75,N
-0.06,-0.06,0.09,0.1,0.16,0.17,6,16,0.79,0.73,0.83,0.75,0.5,N
0.5,0.33,0.45,0.25,0.52,0.39,4,5,0,0.12,0.25,0.4,0.5,N
0.5,0.25,0.5,0.18,0.52,0.29,4,7,0,0.42,0,0.57,0.75,N
0.43,0.2,0.47,0.11,0.45,0.23,5,9,0,0.62,0.2,0.78,0.75,N
0.2,0.17,0.29,0.09,0.35,0.19,7,11,0.42,0.35,0.57,0.55,0.5,N
0.27,0.15,0.25,0.08,0.27,0.18,9,12,0.56,0.41,0.5,0.58,0.5,N
0.31,0.15,0.25,0.08,0.21,0.18,11,12,0.55,0.73,0.64,0.83,0.5,N
0.17,0.15,0.21,0.08,0.24,0.18,11,12,0.6,0.68,0.59,0.75,0.5,N
0.09,0.15,0.2,0.08,0.24,0.18,11,12,0.65,0.68,0.73,0.75,0.5,N
0.17,0.15,0.26,0.08,0.24,0.18,11,12,0.55,0.68,0.64,0.75,0.75,N
0.15,0.08,0.25,0.12,0.22,0.21,12,12,0.59,0.73,0.67,0.75,0.75,N
0.07,0.08,0.16,0.12,0.2,0.21,14,12,0.73,0.64,0.79,0.67,0.5,N
0.5,0.33,0.45,0.25,0.52,0.39,4,5,0,0.12,0.25,0.4,0.5,N
0.5,0.25,0.5,0.18,0.52,0.29,4,7,0,0.42,0,0.57,0.75,N
0.43,0.2,0.36,0.14,0.57,0.23,4,9,0,0.62,0,0.78,1,Y
0.2,0.18,0.38,0.11,0.39,0.21,4,10,0.1,0.67,0.33,0.8,0.75,N
0.11,0.08,0.18,0.08,0.31,0.18,4,12,0.5,0.41,0.62,0.58,0.5,N
0.14,0,0.21,0.08,0.25,0.16,4,13,0.61,0.46,0.55,0.62,0.5,N
0.15,0.14,0.24,0.08,0.2,0.16,4,13,0.59,0.75,0.67,0.85,0.5,N
0.08,0.11,0.17,0.08,0.22,0.17,4,13,0.64,0.71,0.62,0.77,0.5,N
0.08,0.14,0.12,0.08,0.22,0.17,4,13,0.68,0.71,0.75,0.77,0.5,N
0.08,0.07,0.2,0.08,0.22,0.17,4,13,0.59,0.71,0.67,0.77,0.75,N
0.13,0,0.12,0.12,0.21,0.2,4,13,0.62,0.75,0.69,0.77,0.75,N
0.06,0,0.1,0.12,0.18,0.2,4,13,0.75,0.67,0.8,0.69,0.5,N
0.5,0.33,0.45,0.25,0.52,0.39,4,5,0,0.12,0.25,0.4,0.5,N
0.38,0.33,0.29,0.25,0.39,0.39,6,5,0.2,0.12,0.25,0.4,0.5,N
0.4,0.27,0.33,0.25,0.29,0.43,8,5,0.36,0.25,0.5,0.4,0.5,N
0.3,0.2,0.26,0.25,0.3,0.43,8,5,0.5,0,0.44,0.2,0.5,N
0.43,0.29,0.45,0.28,0.43,0.33,5,6,0.12,0.4,0.4,0.67,0.5,N
0.43,0.29,0.42,0.23,0.45,0.34,5,6,0.12,0.3,0.4,0.5,0.5,N
