@relation tk_aggregate

@attribute R1 numeric
@attribute D1 numeric
@attribute R2 numeric
@attribute D2 numeric
@attribute R3 numeric
@attribute D3 numeric
@attribute R4 numeric
@attribute D4 numeric
@attribute R5 numeric
@attribute D5 numeric
@attribute R6 numeric
@attribute D6 numeric
@attribute R7 numeric
@attribute Label {N,Y}

@data
0.36,0.2,0.37,0.28,0.5,0.37,7,8,0,0.14,0.14,0.25,2,N
0.36,0.28,0.33,0.32,0.5,0.42,7,8,0,0.14,0.14,0.25,1,Y
0.31,0.33,0.3,0.32,0.34,0.46,7,8,0.19,0.14,0.33,0.25,2,N
0.73,0.33,0.82,0.31,0.3,0.36,7,7,0,0.08,0.21,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.57,0.69,0.55,0.7,0.4,0.33,7,8,0.08,0.14,0.29,0.25,2,N
0.36,0.36,0.35,0.5,0.32,0.28,8,9,0.21,0.38,0.31,0.44,2,N
0.31,0.36,0.26,0.4,0.26,0.23,10,11,0.33,0.45,0.4,0.5,2,N
0.44,0.61,0.54,0.63,0.23,0.24,12,12,0.5,0.41,0.54,0.46,2,N
0.51,0.27,0.52,0.3,0.15,0.27,13,12,0.54,0.45,0.62,0.54,2,N
0.26,0.14,0.27,0.18,0.2,0.27,13,12,0.5,0.5,0.58,0.58,2,N
0.25,0.14,0.25,0.18,0.2,0.27,13,12,0.54,0.55,0.62,0.58,2,N
0.25,0.27,0.27,0.18,0.2,0.27,13,12,0.58,0.5,0.65,0.54,2,N
0.19,0.25,0.27,0.25,0.25,0.31,13,12,0.54,0.45,0.58,0.5,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.62,0.78,0.57,0.68,0.32,0.32,8,8,0.14,0.14,0.31,0.31,2,N
0.6,0.64,0.5,0.61,0.36,0.3,8,9,0.21,0.25,0.38,0.33,2,N
0.28,0.4,0.25,0.35,0.37,0.34,8,9,0,0.31,0.19,0.44,2,N
0.33,0.19,0.32,0.24,0.46,0.34,8,9,0.07,0.25,0.25,0.33,2,N
0.33,0.31,0.29,0.27,0.46,0.41,8,9,0.14,0.19,0.25,0.33,1,Y
0.29,0.31,0.26,0.27,0.31,0.43,8,9,0.28,0.25,0.4,0.33,2,N
0.25,0.55,0.4,0.69,0.45,0.37,6,7,0,0,0,0.07,2,N
0.25,0.4,0.4,0.53,0.45,0.4,6,7,0,0,0.08,0.14,2,N
0.44,0.4,0.5,0.63,0.45,0.41,6,7,0,0.17,0,0.36,2,N
0.44,0.4,0.5,0.67,0.55,0.41,6,7,0,0.17,0,0.36,2,N
0.36,0.24,0.33,0.36,0.37,0.4,8,7,0.29,0,0.44,0.14,2,N
0.33,0.31,0.43,0.46,0.46,0.5,8,7,0.07,0,0.25,0.14,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.62,0.78,0.57,0.68,0.32,0.32,8,8,0.14,0.14,0.31,0.31,2,N
0.6,0.64,0.5,0.61,0.36,0.3,8,9,0.21,0.25,0.38,0.33,2,N
0.28,0.4,0.25,0.35,0.37,0.34,8,9,0,0.31,0.19,0.44,2,N
0.57,0.45,0.51,0.46,0.31,0.18,10,11,0.39,0.4,0.5,0.5,2,N
0.45,0.47,0.41,0.42,0.27,0.15,12,13,0.5,0.54,0.58,0.58,2,N
0.4,0.55,0.38,0.52,0.21,0.21,14,14,0.58,0.58,0.61,0.61,2,N
0.42,0.38,0.34,0.34,0.13,0.24,15,14,0.68,0.54,0.73,0.61,2,N
0.24,0.12,0.27,0.14,0.22,0.24,15,14,0.57,0.58,0.63,0.64,2,N
0.22,0.12,0.24,0.14,0.23,0.24,15,14,0.61,0.54,0.67,0.57,2,N
0.22,0.24,0.26,0.14,0.22,0.24,15,14,0.64,0.5,0.7,0.57,2,N
0.21,0.22,0.19,0.2,0.22,0.32,15,14,0.54,0.54,0.6,0.57,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.68,0.71,0.65,0.7,0.44,0.36,6,7,0,0.08,0.08,0.14,2,N
0.4,0.4,0.41,0.57,0.35,0.31,7,8,0.08,0.21,0.21,0.25,2,N
0.33,0.38,0.29,0.44,0.28,0.25,9,10,0.25,0.39,0.33,0.45,2,N
0.47,0.65,0.58,0.68,0.25,0.26,11,11,0.45,0.35,0.5,0.41,2,N
0.55,0.29,0.56,0.33,0.17,0.29,12,11,0.5,0.4,0.58,0.5,2,N
0.28,0.15,0.29,0.2,0.22,0.29,12,11,0.45,0.45,0.54,0.55,2,N
0.27,0.15,0.27,0.2,0.22,0.29,12,11,0.5,0.45,0.58,0.5,2,N
0.27,0.29,0.29,0.2,0.22,0.29,12,11,0.55,0.45,0.62,0.5,2,N
0.2,0.22,0.29,0.27,0.27,0.33,12,11,0.5,0.4,0.58,0.45,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.62,0.78,0.57,0.68,0.32,0.32,8,8,0.14,0.14,0.31,0.31,2,N
0.46,0.2,0.43,0.28,0.29,0.37,9,8,0.25,0.07,0.39,0.19,2,N
0.15,0.27,0.26,0.28,0.34,0.37,9,8,0.31,0,0.44,0.19,2,N
0.22,0.29,0.26,0.32,0.34,0.42,9,8,0.25,0.14,0.33,0.25,2,N
0.3,0.36,0.33,0.32,0.34,0.42,9,8,0.31,0.14,0.39,0.25,2,N
0.73,0.33,0.82,0.31,0.3,0.36,7,7,0,0.08,0.21,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.57,0.69,0.55,0.7,0.4,0.33,7,8,0.08,0.14,0.29,0.25,2,N
0.24,0.36,0.29,0.28,0.41,0.37,7,8,0,0.21,0.14,0.38,2,N
0.62,0.48,0.58,0.52,0.34,0.19,9,10,0.31,0.33,0.44,0.45,2,N
0.45,0.5,0.46,0.47,0.29,0.16,11,12,0.45,0.5,0.55,0.54,2,N
0.41,0.58,0.42,0.58,0.22,0.22,13,13,0.54,0.46,0.58,0.5,2,N
0.44,0.35,0.38,0.31,0.14,0.25,14,13,0.65,0.5,0.71,0.58,2,N
0.25,0.13,0.3,0.16,0.24,0.25,14,13,0.54,0.54,0.61,0.62,2,N
0.24,0.13,0.27,0.16,0.24,0.25,14,13,0.58,0.58,0.64,0.62,2,N
0.24,0.25,0.29,0.16,0.24,0.25,14,13,0.62,0.46,0.68,0.54,2,N
0.22,0.24,0.21,0.22,0.24,0.33,14,13,0.5,0.5,0.57,0.54,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.62,0.78,0.57,0.68,0.32,0.32,8,8,0.14,0.14,0.31,0.31,2,N
0.6,0.64,0.5,0.61,0.36,0.3,8,9,0.21,0.25,0.38,0.33,2,N
0.33,0.33,0.3,0.42,0.29,0.26,9,10,0.31,0.44,0.44,0.5,2,N
0.29,0.37,0.23,0.35,0.24,0.19,11,12,0.4,0.5,0.45,0.54,2,N
0.41,0.58,0.48,0.57,0.22,0.22,13,13,0.54,0.46,0.58,0.5,2,N
0.49,0.26,0.47,0.27,0.14,0.25,14,13,0.58,0.5,0.64,0.58,2,N
0.24,0.13,0.24,0.16,0.19,0.25,14,13,0.54,0.54,0.61,0.62,2,N
0.24,0.13,0.27,0.16,0.19,0.25,14,13,0.58,0.54,0.64,0.58,2,N
0.24,0.25,0.26,0.16,0.19,0.25,14,13,0.62,0.54,0.68,0.58,2,N
0.18,0.24,0.24,0.22,0.24,0.29,14,13,0.58,0.5,0.64,0.54,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.57,0.69,0.55,0.7,0.4,0.33,7,8,0.08,0.14,0.29,0.25,2,N
0.24,0.36,0.29,0.28,0.41,0.37,7,8,0,0.21,0.14,0.38,2,N
0.62,0.48,0.58,0.52,0.34,0.19,9,10,0.31,0.33,0.44,0.45,2,N
0.33,0.31,0.28,0.33,0.34,0.31,9,10,0.38,0.44,0.5,0.55,2,N
0.33,0.33,0.32,0.42,0.34,0.31,9,10,0.19,0.44,0.33,0.55,2,N
0.29,0.28,0.38,0.22,0.29,0.31,11,10,0.5,0.39,0.59,0.45,2,N
0.2,0.14,0.27,0.2,0.21,0.27,13,12,0.58,0.55,0.65,0.5,2,N
0.24,0.13,0.29,0.17,0.24,0.25,14,13,0.58,0.58,0.64,0.62,2,N
0.24,0.13,0.31,0.17,0.24,0.25,14,13,0.62,0.46,0.68,0.54,2,N
0.12,0.19,0.23,0.24,0.24,0.33,14,13,0.5,0.5,0.57,0.54,2,N
0.73,0.33,0.82,0.31,0.3,0.36,7,7,0,0.08,0.21,0.21,2,N
0.79,0.4,0.75,0.29,0.26,0.4,8,7,0.21,0,0.31,0.21,2,N
0.62,0.78,0.57,0.68,0.32,0.32,8,8,0.14,0.14,0.31,0.31,2,N
0.6,0.64,0.5,0.61,0.36,0.3,8,9,0.21,0.25,0.38,0.33,2,N
0.28,0.4,0.25,0.35,0.37,0.34,8,9,0,0.31,0.19,0.44,2,N
0.57,0.45,0.51,0.46,0.31,0.18,10,11,0.39,0.4,0.5,0.5,2,N
0.45,0.47,0.41,0.42,0.27,0.15,12,13,0.5,0.54,0.58,0.58,2,N
0.4,0.55,0.38,0.52,0.21,0.21,14,14,0.58,0.58,0.61,0.61,2,N
0.42,0.38,0.34,0.34,0.13,0.24,15,14,0.68,0.54,0.73,0.61,2,N
0.24,0.12,0.27,0.14,0.22,0.24,15,14,0.57,0.58,0.63,0.64,2,N
0.22,0.12,0.24,0.14,0.23,0.24,15,14,0.61,0.54,0.67,0.57,2,N
0.22,0.24,0.26,0.14,0.22,0.24,15,14,0.64,0.5,0.7,0.57,2,N
0.21,0.22,0.19,0.2,0.22,0.32,15,14,0.54,0.54,0.6,0.57,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.57,0.69,0.55,0.7,0.4,0.33,7,8,0.08,0.14,0.29,0.25,2,N
0.36,0.36,0.35,0.5,0.32,0.28,8,9,0.21,0.38,0.31,0.44,2,N
0.31,0.36,0.26,0.4,0.26,0.23,10,11,0.33,0.45,0.4,0.5,2,N
0.44,0.61,0.54,0.63,0.23,0.24,12,12,0.5,0.41,0.54,0.46,2,N
0.51,0.27,0.52,0.3,0.15,0.27,13,12,0.54,0.45,0.62,0.54,2,N
0.26,0.14,0.27,0.18,0.2,0.27,13,12,0.5,0.5,0.58,0.58,2,N
0.25,0.14,0.25,0.18,0.2,0.27,13,12,0.54,0.55,0.62,0.58,2,N
0.25,0.27,0.27,0.18,0.2,0.27,13,12,0.58,0.5,0.65,0.54,2,N
0.19,0.25,0.27,0.25,0.25,0.31,13,12,0.54,0.45,0.58,0.5,2,N
0.73,0.33,0.82,0.31,0.3,0.36,7,7,0,0.08,0.21,0.21,2,N
0.4,0.58,0.43,0.66,0.4,0.29,7,8,0,0.07,0.14,0.19,2,N
0.22,0.36,0.33,0.45,0.4,0.36,7,8,0.08,0.14,0.21,0.25,2,N
0.4,0.36,0.43,0.54,0.4,0.37,7,8,0,0.29,0,0.44,2,N
0.4,0.36,0.43,0.57,0.5,0.37,7,8,0,0.29,0.14,0.44,2,N
0.46,0.33,0.46,0.4,0.52,0.46,7,8,0,0.14,0,0.25,1,Y
0.31,0.33,0.38,0.4,0.41,0.46,7,8,0.19,0.14,0.33,0.25,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.57,0.69,0.55,0.7,0.4,0.33,7,8,0.08,0.14,0.29,0.25,2,N
0.36,0.36,0.35,0.5,0.32,0.28,8,9,0.21,0.38,0.31,0.44,2,N
0.3,0.33,0.33,0.31,0.37,0.28,8,9,0.21,0.38,0.25,0.5,2,N
0.36,0.35,0.41,0.5,0.37,0.33,8,9,0.21,0.38,0.31,0.5,2,N
0.31,0.3,0.39,0.27,0.26,0.34,10,9,0.44,0.31,0.5,0.39,2,N
0.23,0.29,0.37,0.35,0.31,0.38,10,9,0.39,0.25,0.45,0.33,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.62,0.78,0.57,0.68,0.32,0.32,8,8,0.14,0.14,0.31,0.31,2,N
0.6,0.64,0.5,0.61,0.36,0.3,8,9,0.21,0.25,0.38,0.33,2,N
0.33,0.33,0.3,0.42,0.29,0.26,9,10,0.31,0.44,0.44,0.5,2,N
0.27,0.31,0.28,0.26,0.34,0.26,9,10,0.31,0.39,0.33,0.5,2,N
0.33,0.32,0.35,0.42,0.34,0.31,9,10,0.31,0.44,0.39,0.55,2,N
0.29,0.28,0.38,0.22,0.24,0.31,11,10,0.5,0.39,0.55,0.45,2,N
0.2,0.14,0.29,0.2,0.2,0.27,13,12,0.62,0.59,0.58,0.58,2,N
0.24,0.13,0.29,0.17,0.19,0.25,14,13,0.58,0.54,0.64,0.58,2,N
0.16,0.14,0.28,0.17,0.19,0.25,14,13,0.62,0.54,0.68,0.58,2,N
0.15,0.14,0.25,0.24,0.24,0.29,14,13,0.58,0.5,0.64,0.54,2,N
0.73,0.33,0.82,0.31,0.3,0.36,7,7,0,0.08,0.21,0.21,2,N
0.4,0.58,0.43,0.66,0.4,0.29,7,8,0,0.07,0.14,0.19,2,N
0.22,0.36,0.33,0.45,0.4,0.36,7,8,0.08,0.14,0.21,0.25,2,N
0.4,0.36,0.43,0.54,0.4,0.37,7,8,0,0.29,0,0.44,2,N
0.4,0.36,0.43,0.57,0.5,0.37,7,8,0,0.29,0.14,0.44,2,N
0.33,0.22,0.29,0.31,0.34,0.37,9,8,0.38,0.07,0.5,0.25,2,N
0.31,0.33,0.38,0.4,0.41,0.46,9,8,0.19,0.14,0.33,0.25,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.57,0.69,0.55,0.7,0.4,0.33,7,8,0.08,0.14,0.29,0.25,2,N
0.24,0.36,0.29,0.28,0.41,0.37,7,8,0,0.21,0.14,0.38,2,N
0.62,0.48,0.58,0.52,0.34,0.19,9,10,0.31,0.33,0.44,0.45,2,N
0.45,0.5,0.46,0.47,0.29,0.16,11,12,0.45,0.5,0.55,0.54,2,N
0.41,0.58,0.42,0.58,0.22,0.22,13,13,0.54,0.46,0.58,0.5,2,N
0.44,0.35,0.38,0.31,0.14,0.25,14,13,0.65,0.5,0.71,0.58,2,N
0.25,0.13,0.3,0.16,0.24,0.25,14,13,0.54,0.54,0.61,0.62,2,N
0.24,0.13,0.27,0.16,0.24,0.25,14,13,0.58,0.58,0.64,0.62,2,N
0.24,0.25,0.29,0.16,0.24,0.25,14,13,0.62,0.46,0.68,0.54,2,N
0.22,0.24,0.21,0.22,0.24,0.33,14,13,0.5,0.5,0.57,0.54,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.68,0.71,0.65,0.7,0.44,0.36,6,7,0,0.08,0.08,0.14,2,N
0.4,0.4,0.41,0.57,0.35,0.31,7,8,0.08,0.21,0.21,0.25,2,N
0.33,0.36,0.38,0.36,0.4,0.31,7,8,0.08,0.29,0.14,0.44,2,N
0.4,0.38,0.47,0.57,0.4,0.36,7,8,0.08,0.29,0.21,0.44,2,N
0.33,0.33,0.45,0.31,0.28,0.37,9,8,0.38,0.21,0.44,0.31,2,N
0.23,0.17,0.39,0.27,0.23,0.31,11,10,0.55,0.5,0.5,0.5,2,N
0.27,0.15,0.3,0.22,0.22,0.29,12,11,0.5,0.45,0.58,0.5,2,N
0.15,0.17,0.32,0.22,0.22,0.29,12,11,0.55,0.45,0.62,0.5,2,N
0.18,0.15,0.32,0.3,0.27,0.33,12,11,0.5,0.4,0.58,0.45,2,N
0.56,0.75,0.52,0.79,0.41,0.36,6,7,0,0.08,0,0.21,2,N
0.68,0.71,0.65,0.7,0.44,0.36,6,7,0,0.08,0.08,0.14,2,N
0.4,0.4,0.41,0.57,0.35,0.31,7,8,0.08,0.21,0.21,0.25,2,N
0.33,0.36,0.38,0.36,0.4,0.31,7,8,0.08,0.29,0.14,0.44,2,N
0.4,0.38,0.47,0.57,0.4,0.36,7,8,0.08,0.29,0.21,0.44,2,N
0.33,0.33,0.45,0.31,0.28,0.37,9,8,0.38,0.21,0.44,0.31,2,N
0.25,0.27,0.41,0.4,0.34,0.42,9,8,0.31,0.14,0.39,0.25,2,N
0.73,0.33,0.82,0.31,0.3,0.36,7,7,0,0.08,0.21,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.57,0.69,0.55,0.7,0.4,0.33,7,8,0.08,0.14,0.29,0.25,2,N
0.36,0.36,0.35,0.5,0.32,0.28,8,9,0.21,0.38,0.31,0.44,2,N
0.3,0.33,0.33,0.31,0.37,0.28,8,9,0.21,0.38,0.25,0.5,2,N
0.36,0.35,0.41,0.5,0.37,0.33,8,9,0.21,0.38,0.31,0.5,2,N
0.42,0.25,0.38,0.39,0.46,0.38,8,9,0,0.38,0.12,0.39,1,Y
0.24,0.25,0.34,0.35,0.31,0.38,8,9,0.39,0.25,0.45,0.33,2,N
0.73,0.33,0.82,0.31,0.3,0.36,7,7,0,0.08,0.21,0.21,2,N
0.4,0.86,0.33,0.82,0.36,0.27,7,8,0,0.21,0.14,0.31,2,N
0.62,0.78,0.57,0.68,0.32,0.32,8,8,0.14,0.14,0.31,0.31,2,N
0.6,0.64,0.5,0.61,0.36,0.3,8,9,0.21,0.25,0.38,0.33,2,N
0.33,0.33,0.3,0.42,0.29,0.26,9,10,0.31,0.44,0.44,0.5,2,N
0.27,0.31,0.28,0.26,0.34,0.26,9,10,0.31,0.39,0.33,0.5,2,N
0.33,0.32,0.35,0.42,0.34,0.31,9,10,0.31,0.44,0.39,0.55,2,N
0.29,0.28,0.38,0.22,0.24,0.31,11,10,0.5,0.39,0.55,0.45,2,N
0.2,0.14,0.29,0.2,0.2,0.27,13,12,0.62,0.59,0.58,0.58,2,N
0.24,0.13,0.29,0.17,0.19,0.25,14,13,0.58,0.54,0.64,0.58,2,N
0.16,0.14,0.28,0.17,0.19,0.25,14,13,0.62,0.54,0.68,0.58,2,N
0.15,0.14,0.25,0.24,0.24,0.29,14,13,0.58,0.5,0.64,0.54,2,N
0.38,0.25,0.33,0.29,0.5,0.41,5,6,0,0,0,0,2,N
0.41,0.25,0.33,0.29,0.46,0.41,6,7,0,0,0,0.14,2,N
0.3,0.64,0.28,0.67,0.36,0.26,8,9,0.14,0.38,0.25,0.39,2,N
0.68,0.35,0.72,0.47,0.27,0.23,10,10,0.28,0.39,0.35,0.45,2,N
0.27,0.25,0.35,0.29,0.23,0.26,11,10,0.45,0.44,0.5,0.5,2,N
0.23,0.31,0.32,0.37,0.23,0.26,11,10,0.5,0.44,0.45,0.5,2,N
0.15,0.17,0.24,0.25,0.29,0.31,11,10,0.55,0.44,0.5,0.45,2,N
0.15,0.23,0.28,0.33,0.29,0.36,11,10,0.5,0.33,0.45,0.35,2,N
0.08,0.23,0.32,0.33,0.34,0.4,11,10,0.4,0.22,0.41,0.3,2,N
0.38,0.25,0.33,0.29,0.5,0.41,5,6,0,0,0,0,2,N
0.35,0.25,0.4,0.33,0.51,0.45,5,6,0,0,0,0,2,N
0.42,0.32,0.35,0.31,0.51,0.41,6,7,0,0,0,0.07,2,N
0.22,0.36,0.39,0.33,0.55,0.5,6,7,0,0,0,0.07,2,N
0.4,0.2,0.42,0.33,0.55,0.5,6,7,0,0,0,0.14,1,Y
0.18,0.4,0.32,0.33,0.46,0.5,6,7,0.14,0,0.25,0,2,N
0.38,0.25,0.33,0.29,0.5,0.41,5,6,0,0,0,0,2,N
0.41,0.25,0.33,0.29,0.46,0.41,6,7,0,0,0,0.14,2,N
0.3,0.64,0.28,0.67,0.36,0.26,8,9,0.14,0.38,0.25,0.39,2,N
0.33,0.48,0.27,0.52,0.33,0.34,9,9,0.25,0.31,0.39,0.44,2,N
0.68,0.53,0.65,0.53,0.25,0.18,11,11,0.35,0.5,0.41,0.5,2,N
0.33,0.29,0.38,0.27,0.22,0.29,12,11,0.5,0.5,0.54,0.55,2,N
0.29,0.31,0.38,0.4,0.22,0.29,12,11,0.55,0.5,0.5,0.59,2,N
0.14,0.15,0.2,0.21,0.27,0.29,12,11,0.59,0.5,0.54,0.45,2,N
0.07,0.13,0.22,0.19,0.2,0.25,14,13,0.65,0.62,0.57,0.58,2,N
0.06,0.12,0.16,0.17,0.23,0.24,15,14,0.68,0.65,0.73,0.71,2,N
0.06,0.12,0.16,0.17,0.23,0.24,15,14,0.68,0.62,0.73,0.64,2,N
0.06,0.12,0.19,0.23,0.23,0.28,15,14,0.57,0.54,0.6,0.57,2,N
0.06,0.17,0.22,0.23,0.26,0.32,15,14,0.57,0.46,0.6,0.5,2,N
0.38,0.25,0.33,0.29,0.5,0.41,5,6,0,0,0,0,2,N
0.41,0.25,0.33,0.29,0.46,0.41,6,7,0,0,0,0.14,2,N
0.42,0.32,0.35,0.31,0.51,0.41,6,7,0,0,0,0.07,2,N
0.2,0.7,0.28,0.64,0.37,0.3,8,9,0.07,0.25,0.19,0.39,2,N
0.2,0.67,0.24,0.58,0.34,0.32,9,10,0.31,0.33,0.44,0.45,2,N
0.17,0.17,0.27,0.24,0.43,0.32,9,10,0.12,0.17,0.28,0.3,2,N
0.17,0.23,0.3,0.26,0.43,0.4,9,10,0.19,0.22,0.33,0.35,2,N
0.31,0.15,0.33,0.26,0.43,0.4,9,10,0,0.28,0.11,0.4,1,Y
0.14,0.3,0.25,0.26,0.38,0.4,9,10,0.35,0.11,0.45,0.2,2,N
0.44,0.79,0.31,0.74,0.45,0.4,6,7,0,0,0,0.07,2,N
0.69,0.69,0.83,0.74,0.35,0.33,8,8,0.07,0.21,0.19,0.19,2,N
0.78,0.36,0.82,0.53,0.22,0.28,10,9,0.33,0.38,0.4,0.39,2,N
0.25,0.27,0.35,0.33,0.27,0.28,10,9,0.28,0.25,0.35,0.33,2,N
0.31,0.33,0.46,0.5,0.27,0.28,10,9,0.33,0.38,0.4,0.5,2,N
0.09,0.19,0.31,0.33,0.31,0.34,10,9,0.28,0.38,0.35,0.33,2,N
0.15,0.18,0.26,0.28,0.29,0.31,11,10,0.4,0.22,0.45,0.3,2,N
0.15,0.17,0.3,0.32,0.38,0.4,11,10,0.3,0.33,0.36,0.4,2,N
0.07,0.17,0.3,0.32,0.38,0.4,11,10,0.15,0.11,0.23,0.2,2,N
0.38,0.25,0.33,0.29,0.5,0.41,5,6,0,0,0,0,2,N
0.41,0.25,0.33,0.29,0.46,0.41,6,7,0,0,0,0.14,2,N
0.3,0.64,0.28,0.67,0.36,0.26,8,9,0.14,0.38,0.25,0.39,2,N
0.68,0.35,0.72,0.47,0.27,0.23,10,10,0.28,0.39,0.35,0.45,2,N
0.27,0.25,0.35,0.29,0.23,0.26,11,10,0.45,0.44,0.5,0.5,2,N
0.23,0.31,0.32,0.37,0.23,0.26,11,10,0.5,0.44,0.45,0.5,2,N
0.12,0.23,0.28,0.29,0.29,0.31,11,10,0.45,0.44,0.45,0.4,2,N
0.14,0.17,0.24,0.25,0.27,0.29,12,11,0.41,0.4,0.46,0.45,2,N
0.14,0.21,0.24,0.29,0.27,0.33,12,11,0.45,0.4,0.5,0.45,2,N
0.07,0.21,0.27,0.29,0.31,0.38,12,11,0.45,0.3,0.5,0.36,2,N
0.38,0.25,0.33,0.29,0.5,0.41,5,6,0,0,0,0,2,N
0.35,0.25,0.4,0.33,0.51,0.45,5,6,0,0,0,0,2,N
0.42,0.32,0.35,0.31,0.51,0.41,6,7,0,0,0,0.07,2,N
0.2,0.7,0.28,0.64,0.37,0.3,8,9,0.07,0.25,0.19,0.39,2,N
0.2,0.67,0.24,0.58,0.34,0.32,9,10,0.31,0.33,0.44,0.45,2,N
0.17,0.17,0.27,0.24,0.43,0.32,9,10,0.12,0.17,0.28,0.3,2,N
0.17,0.23,0.3,0.26,0.43,0.4,9,10,0.19,0.22,0.33,0.35,2,N
0.31,0.15,0.33,0.26,0.43,0.4,9,10,0,0.28,0.11,0.4,1,Y
0.14,0.3,0.25,0.26,0.38,0.4,9,10,0.35,0.11,0.45,0.2,2,N
0.44,0.79,0.31,0.74,0.45,0.4,6,7,0,0,0,0.07,2,N
0.69,0.69,0.83,0.74,0.35,0.33,8,8,0.07,0.21,0.19,0.19,2,N
0.78,0.5,0.74,0.58,0.34,0.38,9,8,0.19,0.14,0.28,0.25,2,N
0.71,0.57,0.71,0.55,0.2,0.2,11,10,0.3,0.33,0.36,0.4,2,N
0.63,0.5,0.62,0.49,0.17,0.17,13,12,0.5,0.5,0.54,0.5,2,N
0.55,0.58,0.58,0.6,0.22,0.23,14,13,0.58,0.5,0.54,0.54,2,N
0.43,0.31,0.47,0.31,0.24,0.25,14,13,0.46,0.46,0.5,0.5,2,N
0,0.13,0.19,0.18,0.24,0.25,14,13,0.5,0.54,0.54,0.62,2,N
0.12,0.13,0.16,0.17,0.24,0.25,14,13,0.65,0.62,0.71,0.69,2,N
0.12,0.13,0.16,0.17,0.24,0.25,14,13,0.46,0.5,0.5,0.54,2,N
0.12,0.13,0.22,0.23,0.32,0.34,14,13,0.46,0.5,0.5,0.54,2,N
0.06,0.12,0.22,0.23,0.32,0.33,14,13,0.35,0.33,0.39,0.38,2,N
0.44,0.79,0.31,0.74,0.45,0.4,6,7,0,0,0,0.07,2,N
0.69,0.69,0.83,0.74,0.35,0.33,8,8,0.07,0.21,0.19,0.19,2,N
0.78,0.36,0.82,0.53,0.22,0.28,10,9,0.33,0.38,0.4,0.39,2,N
0.73,0.32,0.71,0.42,0.19,0.18,12,11,0.41,0.45,0.46,0.45,2,N
0.58,0.6,0.65,0.65,0.23,0.24,13,12,0.46,0.41,0.5,0.42,2,N
0.29,0.27,0.3,0.24,0.25,0.27,13,12,0.42,0.41,0.46,0.46,2,N
0,0.14,0.22,0.21,0.26,0.27,13,12,0.46,0.5,0.5,0.58,2,N
0.13,0.14,0.18,0.19,0.26,0.27,13,12,0.62,0.59,0.65,0.67,2,N
0.13,0.14,0.18,0.19,0.25,0.27,13,12,0.54,0.5,0.5,0.5,2,N
0.13,0.14,0.25,0.26,0.3,0.31,13,12,0.5,0.45,0.54,0.5,2,N
0,0.14,0.25,0.26,0.34,0.35,13,12,0.33,0.27,0.38,0.33,2,N
0.44,0.79,0.31,0.74,0.45,0.4,6,7,0,0,0,0.07,2,N
0.41,0.25,0.33,0.29,0.46,0.41,6,7,0,0,0,0.14,2,N
0.42,0.32,0.35,0.31,0.51,0.41,6,7,0,0,0,0.07,2,N
0.22,0.36,0.39,0.33,0.55,0.5,6,7,0,0,0,0.07,2,N
0.4,0.2,0.42,0.33,0.55,0.5,6,7,0,0,0,0.14,1,Y
0.18,0.4,0.32,0.33,0.46,0.5,6,7,0.14,0,0.25,0,2,N
